Orthogroup	ncbi	nam
OG0000101	LOC103639792	Zm00001eb376260
OG0000102	LOC103656032, LOC109945735, LOC109943766, LOC109945815, LOC103655537, LOC103626209, LOC103639295, LOC103631623, LOC100278120, LOC103642927, LOC118473136, LOC109944012, LOC103640013, LOC103632906, LOC103654970	Zm00001eb411890
OG0000104	LOC103642314	Zm00001eb408830, Zm00001eb376110, Zm00001eb271260, Zm00001eb007370, Zm00001eb007360, Zm00001eb007340, Zm00001eb007430, Zm00001eb007420, Zm00001eb007410, Zm00001eb007380, Zm00001eb007330, Zm00001eb007350, Zm00001eb007390, Zm00001eb007400
OG0000105	LOC100280707	Zm00001eb174700, Zm00001eb239460, Zm00001eb413990, Zm00001eb039050, Zm00001eb293050, Zm00001eb015650, Zm00001eb412860, Zm00001eb233480, Zm00001eb429010, Zm00001eb372480, Zm00001eb211830, Zm00001eb142120, Zm00001eb146570, Zm00001eb238690
OG0000106	LOC103634366	Zm00001eb023770
OG0000106	LOC103652945	Zm00001eb170230
OG0000106	LOC732780	Zm00001eb363730
OG0000106	LOC100285632	Zm00001eb170240
OG0000106	LOC100282573	Zm00001eb113010
OG0000107	LOC103627782	Zm00001eb255910, Zm00001eb435070, Zm00001eb435380
OG0000107	LOC118473655, petA	Zm00001eb105240, Zm00001eb434900, Zm00001eb441430, Zm00001eb039160, Zm00001eb435170, Zm00001eb436740
OG0000107	LOC118474852	Zm00001eb437180
OG0000108	LOC103651070	Zm00001eb149640, Zm00001eb368940
OG0000108	LOC100281830	Zm00001eb066940
OG0000108	LOC100280571	Zm00001eb157900
OG0000108	LOC100286223	Zm00001eb359510
OG0000108	LOC103654927, LOC100192585	Zm00001eb278070
OG0000109	LOC103640874	Zm00001eb303500
OG0000109	LOC732812	Zm00001eb212170
OG0000109	LOC100384428	Zm00001eb291200
OG0000109	LOC100216623	Zm00001eb333240
OG0000109	LOC100282739	Zm00001eb149980
OG0000109	LOC100382775	Zm00001eb369150
OG0000110	LOC103640868	Zm00001eb408610
OG0000110	LOC103635733	Zm00001eb350770
OG0000110	LOC103654347	Zm00001eb197050
OG0000110	LOC103640737	Zm00001eb110900, Zm00001eb406290
OG0000110	LOC103634924	Zm00001eb337620
OG0000110	LOC103640734	Zm00001eb406250
OG0000110	LOC100384585	Zm00001eb406220
OG0000111	LOC103650581, LOC103639395	Zm00001eb399400
OG0000111	LOC103631207, LOC103655261, LOC103642239, LOC103650129, LOC103644025, LOC118473500, LOC103640912, LOC109941775, LOC103654225, LOC103650688, LOC109940636	Zm00001eb137670
OG0000112	LOC103654024	Zm00001eb189590
OG0000112	LOC103654036	Zm00001eb189660
OG0000112	LOC103654040	Zm00001eb189730
OG0000112	LOC103654035	Zm00001eb189650
OG0000112	LOC103654033, LOC103654037	Zm00001eb189670, Zm00001eb189640
OG0000113	LOC118476727	Zm00001eb146590
OG0000113	LOC103650796	Zm00001eb142100
OG0000113	LOC103626682, LOC103638109, LOC103625769	Zm00001eb372460
OG0000113	LOC103626149	Zm00001eb221450, Zm00001eb377800, Zm00001eb412850
OG0000114	LOC103654034	Zm00001eb189600
OG0000114	LOC103654048	Zm00001eb189780
OG0000114	LOC118476973	Zm00001eb189810
OG0000114	LOC103654038	Zm00001eb189720, Zm00001eb189580, Zm00001eb189570, Zm00001eb189680
OG0000114	LOC118476972	Zm00001eb189750, Zm00001eb189630
OG0000115	LOC103628978	Zm00001eb261000
OG0000115	LOC103628990	Zm00001eb261080
OG0000115	LOC103628991	Zm00001eb261070
OG0000115	LOC103628988	Zm00001eb261090
OG0000115	LOC103628987	Zm00001eb261050, Zm00001eb261110
OG0000115	LOC103628979	Zm00001eb261030
OG0000116	LOC103636257, LOC100193922, LOC103627744, LOC118476073, LOC103632525, LOC103637765, LOC109945826, LOC109945307, LOC109946033, LOC103642746, LOC100284580, LOC118472197, LOC103644057, LOC103636105	Zm00001eb321530
OG0000117	cox3	Zm00001eb384510
OG0000117	LOC118473724, LOC118473861, LOC118475674, LOC118475013, LOC118474730, LOC118475697, LOC118475830	Zm00001eb437480
OG0000117	LOC118474748	Zm00001eb434650, Zm00001eb434760, Zm00001eb384560, Zm00001eb436440
OG0000122	LOC103639298	Zm00001eb397460, Zm00001eb397450
OG0000122	LOC103639301	Zm00001eb397480
OG0000122	LOC103639300	Zm00001eb397470
OG0000122	LOC100282877	Zm00001eb012710
OG0000122	LOC100280875	Zm00001eb397440
OG0000122	LOC100272289	Zm00001eb396290
OG0000123	LOC100284137	Zm00001eb048840
OG0000123	LOC100283594	Zm00001eb144710, Zm00001eb021120, Zm00001eb291560, Zm00001eb156410, Zm00001eb188010, Zm00001eb324110, Zm00001eb049220, Zm00001eb423240, Zm00001eb318660, Zm00001eb402860, Zm00001eb238020
OG0000126	LOC103655504, LOC109944428, LOC118476821, LOC118472309, LOC103640587, LOC109940207, LOC109945576, LOC103650501, LOC103655601, LOC109939572, LOC109941958, LOC103625764	Zm00001eb034640, Zm00001eb133190
OG0000127	LOC103643205	Zm00001eb039760
OG0000127	LOC100191844	Zm00001eb039770
OG0000127	LOC103631300	Zm00001eb320510, Zm00001eb277340, Zm00001eb385030
OG0000127	LOC100285422, LOC100193342	Zm00001eb104590
OG0000127	LOC100191479	Zm00001eb412370
OG0000129	LOC103644248, LOC101027156, LOC100192600	Zm00001eb062450
OG0000129	LOC103625771	Zm00001eb289870, Zm00001eb148830, Zm00001eb351630, Zm00001eb211900, Zm00001eb160850, Zm00001eb089160, Zm00001eb400450, Zm00001eb045500, Zm00001eb301550
OG0000130	LOC103652851	Zm00001eb168530
OG0000130	LOC103627254	Zm00001eb280830
OG0000130	LOC118472315, LOC103648430	Zm00001eb072950
OG0000130	LOC103639950	Zm00001eb382330
OG0000131	LOC103627433	Zm00001eb247650
OG0000131	LOC100285115	Zm00001eb185250
OG0000131	LOC100273579	Zm00001eb247630
OG0000131	LOC100281042	Zm00001eb077220
OG0000131	LOC100281532	Zm00001eb185260
OG0000131	LOC100381820	Zm00001eb247660
OG0000132	LOC103631897	Zm00001eb298890
OG0000132	LOC103631900	Zm00001eb361650, Zm00001eb361660, Zm00001eb154670, Zm00001eb428090, Zm00001eb298930, Zm00001eb398950, Zm00001eb118050, Zm00001eb154680, Zm00001eb298790, Zm00001eb298880, Zm00001eb298830
OG0000133	LOC100193878	Zm00001eb347380
OG0000133	LOC100282010	Zm00001eb384890
OG0000133	LOC100193696	Zm00001eb204910
OG0000133	LOC100283310	Zm00001eb238930
OG0000133	LOC100192743	Zm00001eb120820
OG0000134	LOC103651051	Zm00001eb149120
OG0000134	LOC103636537	Zm00001eb368530
OG0000134	LOC103635755	Zm00001eb351150
OG0000134	LOC103630273	Zm00001eb286430
OG0000134	LOC100273939	Zm00001eb351880
OG0000135	LOC103638228, LOC103633851, LOC118473173, LOC103626762, LOC114711029, LOC103627643, LOC100279054, LOC103631655, LOC109939294, LOC103648848, LOC103638697, LOC103626541, LOC103644826	Zm00001eb186360
OG0000136	LOC103637323	Zm00001eb193620
OG0000136	LOC103645985, LOC103652704, LOC103644775, LOC103649646, LOC118473523, LOC111591133, LOC103642044, LOC103651869, LOC103641942, LOC118472077, LOC100384740	Zm00001eb388140
OG0000137	LOC109939580, LOC100274213	Zm00001eb247270
OG0000137	LOC103627413	Zm00001eb247220
OG0000137	LOC103627422	Zm00001eb247300, Zm00001eb247250, Zm00001eb247280
OG0000137	LOC103627418	Zm00001eb214480
OG0000138	LOC118472968	Zm00001eb314280, Zm00001eb435270, Zm00001eb435480, Zm00001eb437260, Zm00001eb434960, Zm00001eb226410, Zm00001eb434950, Zm00001eb435750, Zm00001eb437130, Zm00001eb271610, Zm00001eb418100, Zm00001eb438310, Zm00001eb437780
OG0000139	rps2	Zm00001eb226420, Zm00001eb441580, Zm00001eb437140, Zm00001eb435260, Zm00001eb436820, Zm00001eb435740, Zm00001eb435470, Zm00001eb434970, Zm00001eb271620, Zm00001eb437250, Zm00001eb437790, Zm00001eb438320, Zm00001eb442730
OG0000140	LOC109941667, LOC103636834, LOC103646161, LOC109939956, LOC109945636, LOC109941045, LOC103634511, LOC109939713, LOC109940882, LOC111590827, LOC109940741, LOC111590321, LOC118473453	Zm00001eb241160
OG0000147	LOC100501270	Zm00001eb268200
OG0000147	LOC100502361	Zm00001eb002100
OG0000147	LOC101202728	Zm00001eb259620
OG0000147	LOC103626482	Zm00001eb228700, Zm00001eb268240, Zm00001eb259580
OG0000147	LOC100280338	Zm00001eb271900
OG0000151	LOC103641729	Zm00001eb034390
OG0000151	LOC103641622	Zm00001eb034300
OG0000151	LOC103641595	Zm00001eb034280
OG0000151	LOC103632927	Zm00001eb034590
OG0000151	LOC103641824	Zm00001eb034490
OG0000151	LOC103641915	Zm00001eb034530, Zm00001eb034620
OG0000152	LOC103628457	Zm00001eb236870
OG0000152	LOC103647339	Zm00001eb258420, Zm00001eb097500, Zm00001eb424950, Zm00001eb097490, Zm00001eb429320, Zm00001eb239630, Zm00001eb276660, Zm00001eb116180, Zm00001eb340540, Zm00001eb044890
OG0000153	LOC103648905	Zm00001eb145010, Zm00001eb224580, Zm00001eb090710
OG0000153	LOC100383269	Zm00001eb058870
OG0000153	LOC118476806	Zm00001eb138980, Zm00001eb224590, Zm00001eb145000
OG0000154	LOC103654361	Zm00001eb197210, Zm00001eb197240, Zm00001eb197130, Zm00001eb196730, Zm00001eb196820, Zm00001eb196810, Zm00001eb201270, Zm00001eb201280, Zm00001eb197250, Zm00001eb197280, Zm00001eb197230, Zm00001eb055570
OG0000155	LOC100037751	Zm00001eb055850
OG0000155	LOC100381303	Zm00001eb215710
OG0000155	LOC542395	Zm00001eb213760
OG0000155	LOC542248	Zm00001eb107490
OG0000155	LOC542582	Zm00001eb325230, Zm00001eb399990, Zm00001eb389040
OG0000156	LOC109945593	Zm00001eb359870
OG0000156	LOC100383940	Zm00001eb219340
OG0000156	LOC103653877	Zm00001eb062610
OG0000156	LOC103643361	Zm00001eb255630
OG0000156	LOC103646196	Zm00001eb076970
OG0000157	LOC541695	Zm00001eb078210
OG0000157	LOC100280771	Zm00001eb281810
OG0000157	LOC100283914	Zm00001eb276890, Zm00001eb281530, Zm00001eb196850, Zm00001eb223000, Zm00001eb413490, Zm00001eb416620, Zm00001eb416850, Zm00001eb425920
OG0000158	LOC118472898	Zm00001eb299560, Zm00001eb115180, Zm00001eb298730, Zm00001eb302610, Zm00001eb440770, Zm00001eb299630, Zm00001eb299570, Zm00001eb299610, Zm00001eb299120, Zm00001eb299110, Zm00001eb299590, Zm00001eb440760
OG0000159	LOC103653429	Zm00001eb178920
OG0000159	LOC118472092, LOC103632304	Zm00001eb411800, Zm00001eb182170, Zm00001eb268130, Zm00001eb268170
OG0000159	LOC103641034	Zm00001eb182160, Zm00001eb250440, Zm00001eb130830
OG0000160	LOC100284838	Zm00001eb175310
OG0000160	LOC101027132	Zm00001eb175370
OG0000160	LOC103653220	Zm00001eb175290
OG0000160	LOC103653222	Zm00001eb175360
OG0000160	LOC103653227, LOC103653221	Zm00001eb175340
OG0000161	LOC100192550	Zm00001eb273650
OG0000161	LOC100286294	Zm00001eb386940
OG0000161	LOC103629631, LOC118476947, rps11, LOC100286083, LOC100216896	Zm00001eb181430
OG0000162	LOC100285426, LOC100272837, LOC103641427, LOC100274146, LOC109941050, LOC103639420, LOC103626928, LOC103650722, LOC103654985, LOC109944335, LOC103637130, LOC103648631	Zm00001eb217070
OG0000163	LOC103632038	Zm00001eb301810
OG0000163	LOC100273904	Zm00001eb301790
OG0000163	LOC100193687	Zm00001eb301840
OG0000163	LOC103637118, LOC103632039	Zm00001eb301850
OG0000163	LOC100502450	Zm00001eb301860
OG0000163	LOC100382389	Zm00001eb301870
OG0000169	LOC100501901	Zm00001eb001010, Zm00001eb210920, Zm00001eb008600, Zm00001eb332080, Zm00001eb168110, Zm00001eb310240, Zm00001eb024090, Zm00001eb030060, Zm00001eb342170, Zm00001eb272140, Zm00001eb119110
OG0000171	LOC100384851	Zm00001eb027730
OG0000171	LOC100381529	Zm00001eb223960
OG0000171	LOC542540	Zm00001eb008360
OG0000171	LOC100037797	Zm00001eb401220
OG0000173	LOC103646481	Zm00001eb200600
OG0000173	LOC103630652	Zm00001eb014620
OG0000173	LOC103634559, LOC103632791, LOC118476822, LOC103626397, LOC103651298	Zm00001eb243800
OG0000173	LOC109943617	Zm00001eb336620
OG0000174	LOC103649312, LOC103655758	Zm00001eb073820, Zm00001eb098780, Zm00001eb109700, Zm00001eb194720
OG0000174	LOC103648449, LOC103649127, LOC103635012, LOC103644824, LOC542694	Zm00001eb024730
OG0000178	LOC103644970	Zm00001eb028890
OG0000178	LOC103632878	Zm00001eb329650
OG0000178	LOC103633523	Zm00001eb367340
OG0000178	LOC103656052	Zm00001eb241260, Zm00001eb171360
OG0000179	LOC111590592	Zm00001eb029040
OG0000179	LOC111589305, LOC103630741, LOC103626298, LOC109943762, LOC118472320, LOC103648820, LOC109943386, LOC103654591, LOC103652044	Zm00001eb273270
OG0000181	LOC109942823	Zm00001eb413530
OG0000181	LOC109944492	Zm00001eb055890, Zm00001eb147180, Zm00001eb265460, Zm00001eb148170, Zm00001eb299350, Zm00001eb032010, Zm00001eb201510, Zm00001eb410400, Zm00001eb078230
OG0000182	LOC103630819	Zm00001eb297700
OG0000182	sbp7	Zm00001eb199970
OG0000182	sbp16	Zm00001eb035370
OG0000183	atpA	Zm00001eb039180, Zm00001eb434980
OG0000183	LOC118474820	Zm00001eb441570
OG0000183	LOC118475932	Zm00001eb436800
OG0000183	LOC118475064	Zm00001eb440810, Zm00001eb437230
OG0000184	LOC103641769	Zm00001eb425000
OG0000184	LOC103631562	Zm00001eb290230
OG0000184	LOC118476262, LOC109940757, LOC103636620, LOC109945115, LOC103634886, LOC103652241, LOC103640870	Zm00001eb043670
OG0000185	LOC103636167	Zm00001eb091690, Zm00001eb091680, Zm00001eb103590, Zm00001eb240990
OG0000185	LOC103649242	Zm00001eb105530
OG0000185	LOC100283390	Zm00001eb044380
OG0000185	LOC100272720	Zm00001eb220880
OG0000186	LOC109943787	Zm00001eb054550
OG0000186	LOC109943786	Zm00001eb054540
OG0000186	LOC109943788, LOC109943790, LOC109943791, LOC100276069, LOC103651932, LOC103651933	Zm00001eb054580
OG0000187	LOC103643903	Zm00001eb055090
OG0000187	LOC103625942	Zm00001eb145190, Zm00001eb145170, Zm00001eb145180, Zm00001eb145220, Zm00001eb155050, Zm00001eb161740, Zm00001eb161760, Zm00001eb161750, Zm00001eb216150
OG0000188	LOC542391, LOC103655508, LOC103633844, LOC118476796, LOC118476687, LOC118476144, LOC103652363, LOC103636688, LOC118473622, LOC109942999, LOC103652587	Zm00001eb055920
OG0000189	LOC103640962	Zm00001eb410430, Zm00001eb137680, Zm00001eb367390, Zm00001eb190000, Zm00001eb170860, Zm00001eb191840, Zm00001eb442080, Zm00001eb420770, Zm00001eb162870, Zm00001eb235100, Zm00001eb068810
OG0000190	LOC103642079	Zm00001eb431360
OG0000190	LOC103645912	Zm00001eb070010
OG0000190	LOC103645915	Zm00001eb069870
OG0000190	LOC103648379, LOC103648382	Zm00001eb069940, Zm00001eb069730, Zm00001eb069890, Zm00001eb069810
OG0000191	LOC103651638	Zm00001eb162880
OG0000191	LOC103647342	Zm00001eb372020, Zm00001eb081740, Zm00001eb181590, Zm00001eb366920, Zm00001eb358130, Zm00001eb262670, Zm00001eb092130, Zm00001eb172740, Zm00001eb097510
OG0000192	LOC100192106	Zm00001eb288670
OG0000192	LOC100284590	Zm00001eb146220
OG0000192	LOC103636439	Zm00001eb366530
OG0000193	LOC118474115	Zm00001eb114890
OG0000193	LOC103648178	Zm00001eb115480
OG0000193	LOC103649432	Zm00001eb114920
OG0000193	LOC103648149	Zm00001eb114930
OG0000193	LOC100286031	Zm00001eb114910
OG0000194	LOC100284823	Zm00001eb166850
OG0000194	LOC109944627	Zm00001eb115060
OG0000194	LOC103649438, LOC100285633, LOC109944628, LOC103648160, LOC109939165	Zm00001eb115150
OG0000195	LOC118471932	Zm00001eb236220, Zm00001eb236200
OG0000195	LOC118472051	Zm00001eb236250
OG0000195	LOC100273946	Zm00001eb122830, Zm00001eb236170, Zm00001eb205940
OG0000196	LOC103628540	Zm00001eb438640
OG0000196	LOC103627019	Zm00001eb438650, Zm00001eb238960
OG0000196	LOC103627016	Zm00001eb238980, Zm00001eb150940, Zm00001eb302220, Zm00001eb238940
OG0000197	LOC100501512	Zm00001eb319670
OG0000197	LOC100501984	Zm00001eb302250
OG0000197	LOC103504712	Zm00001eb160010
OG0000197	LOC103639303	Zm00001eb397500
OG0000197	LOC100216750	Zm00001eb430210, Zm00001eb430190
OG0000198	orf186	Zm00001eb436470, Zm00001eb441840, Zm00001eb436510, Zm00001eb187480, Zm00001eb442480, Zm00001eb436280, Zm00001eb437500, Zm00001eb436230, Zm00001eb437050, Zm00001eb181630, Zm00001eb436310
OG0000199	LOC103641192	Zm00001eb414500
OG0000199	LOC109946075	Zm00001eb194610
OG0000199	LOC103635700	Zm00001eb194600
OG0000199	LOC103639445, LOC109941502	Zm00001eb350110
OG0000199	LOC100217108	Zm00001eb414510
OG0000200	LOC109939219	Zm00001eb274510
OG0000200	LOC100273956	Zm00001eb274490
OG0000200	LOC103629674, LOC103629673	Zm00001eb274580
OG0000200	LOC103629672	Zm00001eb442270
OG0000201	LOC100272977	Zm00001eb376330
OG0000201	LOC118473283	Zm00001eb376230
OG0000201	LOC109939174, LOC118473282	Zm00001eb376300
OG0000201	LOC103638052, LOC118473284, LOC103638047	Zm00001eb376270, Zm00001eb376200
OG0000207	LOC100274201	Zm00001eb327660, Zm00001eb067950, Zm00001eb002990, Zm00001eb268460, Zm00001eb268470, Zm00001eb067930, Zm00001eb067940, Zm00001eb398990, Zm00001eb301410, Zm00001eb023010
OG0000208	LOC100281952, LOC100303995	Zm00001eb402790
OG0000208	LOC100272919	Zm00001eb197600, Zm00001eb194880, Zm00001eb222160
OG0000208	LOC100193874	Zm00001eb003180
OG0000209	LOC100381284	Zm00001eb061450
OG0000209	LOC100191189	Zm00001eb402460
OG0000209	LOC100282834	Zm00001eb005220
OG0000209	LOC100283820	Zm00001eb048270
OG0000209	LOC100282302	Zm00001eb212620
OG0000210	LOC103646454	Zm00001eb082930, Zm00001eb091900
OG0000210	LOC100192516	Zm00001eb012410
OG0000210	LOC103647030	Zm00001eb072110
OG0000210	LOC103647029	Zm00001eb082960
OG0000211	LOC103643623	Zm00001eb333660, Zm00001eb412210, Zm00001eb014440, Zm00001eb421210, Zm00001eb335840, Zm00001eb101730, Zm00001eb128630, Zm00001eb102730, Zm00001eb374050, Zm00001eb049030
OG0000212	LOC103639663	Zm00001eb371780
OG0000212	LOC107457590	Zm00001eb271670, Zm00001eb277980, Zm00001eb377230, Zm00001eb321810, Zm00001eb144750, Zm00001eb023470, Zm00001eb324350, Zm00001eb280060
OG0000213	LOC100281971	Zm00001eb414310
OG0000213	LOC100282330	Zm00001eb178140
OG0000213	LOC100191368	Zm00001eb071540
OG0000213	LOC103637734	Zm00001eb383260, Zm00001eb025050
OG0000213	LOC100281870	Zm00001eb430450
OG0000214	LOC103633480	Zm00001eb328800
OG0000214	LOC103634416	Zm00001eb328830
OG0000214	LOC103633483	Zm00001eb328840
OG0000214	LOC100284334	Zm00001eb328790
OG0000214	LOC103633481	Zm00001eb025060, Zm00001eb328820
OG0000215	LOC100283013	Zm00001eb259130
OG0000215	LOC100272472	Zm00001eb025970, Zm00001eb385400, Zm00001eb039330, Zm00001eb277970, Zm00001eb204840, Zm00001eb412480
OG0000215	LOC542269	Zm00001eb191230
OG0000217	LOC103653379	Zm00001eb178060, Zm00001eb090010, Zm00001eb180110, Zm00001eb088240, Zm00001eb136780, Zm00001eb386460, Zm00001eb427840, Zm00001eb177710, Zm00001eb095570, Zm00001eb027530
OG0000218	orf117-a, LOC118472281, LOC118472096, LOC111591354	Zm00001eb029920
OG0000218	LOC118472063, LOC103641910	Zm00001eb379400, Zm00001eb118310, Zm00001eb235670, Zm00001eb334580
OG0000219	LOC100192777	Zm00001eb031970
OG0000219	LOC103650267	Zm00001eb134690
OG0000219	LOC100381465	Zm00001eb218630
OG0000219	LOC103643688	Zm00001eb050340
OG0000219	LOC103652692, LOC103654885	Zm00001eb314410
OG0000220	LOC103645166	Zm00001eb036340
OG0000220	LOC103627930	Zm00001eb286420, Zm00001eb438150, Zm00001eb054620, Zm00001eb259760
OG0000220	LOC103639271, LOC103632129	Zm00001eb303440
OG0000221	LOC103649227, LOC103645182, LOC103636786, LOC103648481	Zm00001eb336550, Zm00001eb075600
OG0000221	LOC100275928	Zm00001eb104230, Zm00001eb072150, Zm00001eb037140, Zm00001eb052930
OG0000223	ndhK	Zm00001eb435670, Zm00001eb039200, Zm00001eb435030, Zm00001eb437200, Zm00001eb435210, Zm00001eb133180, Zm00001eb440980, Zm00001eb039120, Zm00001eb435410, Zm00001eb039090
OG0000224	LOC103647643, LOC118476783	Zm00001eb113510
OG0000224	LOC103655731	Zm00001eb043290, Zm00001eb317980, Zm00001eb043660, Zm00001eb387180, Zm00001eb104450, Zm00001eb123030, Zm00001eb193210
OG0000225	LOC103643471	Zm00001eb046110, Zm00001eb377170, Zm00001eb081470, Zm00001eb114810, Zm00001eb130630, Zm00001eb302340, Zm00001eb383390, Zm00001eb134320, Zm00001eb272370, Zm00001eb178390
OG0000226	LOC103636799	Zm00001eb337080
OG0000226	LOC103631504	Zm00001eb287040, Zm00001eb277760, Zm00001eb283920
OG0000226	LOC103626177	Zm00001eb076370, Zm00001eb049690, Zm00001eb396850, Zm00001eb221960
OG0000227	LOC100284038	Zm00001eb283750
OG0000227	LOC100192830	Zm00001eb346980
OG0000227	LOC109944794	Zm00001eb122210
OG0000227	LOC109941623	Zm00001eb105520, Zm00001eb337150
OG0000228	LOC103631929	Zm00001eb299640
OG0000228	LOC103646272	Zm00001eb078540
OG0000228	LOC100272346	Zm00001eb310030, Zm00001eb310050, Zm00001eb054630, Zm00001eb136820, Zm00001eb438140, Zm00001eb070890
OG0000229	LOC118472308	Zm00001eb442280
OG0000229	LOC542721, LOC542358	Zm00001eb274560, Zm00001eb328120, Zm00001eb054980, Zm00001eb216260
OG0000229	LOC103631243, LOC103631244	Zm00001eb274530
OG0000230	LOC109940316, LOC103631121	Zm00001eb137320, Zm00001eb055610, Zm00001eb270330
OG0000230	LOC100217008, LOC103627101	Zm00001eb190420, Zm00001eb259640, Zm00001eb087970, Zm00001eb240080
OG0000231	LOC542209	Zm00001eb371140
OG0000231	LOC103635691	Zm00001eb349990
OG0000231	LOC100284598	Zm00001eb283570
