Orthogroup	nam	ncbi
OG0000101	Zm00001eb376260	LOC103639792
OG0000102	Zm00001eb411890	LOC103656032, LOC109945735, LOC109943766, LOC109945815, LOC103655537, LOC103626209, LOC103639295, LOC103631623, LOC100278120, LOC103642927, LOC118473136, LOC109944012, LOC103640013, LOC103632906, LOC103654970
OG0000104	Zm00001eb408830, Zm00001eb376110, Zm00001eb271260, Zm00001eb007370, Zm00001eb007360, Zm00001eb007340, Zm00001eb007430, Zm00001eb007420, Zm00001eb007410, Zm00001eb007380, Zm00001eb007330, Zm00001eb007350, Zm00001eb007390, Zm00001eb007400	LOC103642314
OG0000105	Zm00001eb174700, Zm00001eb239460, Zm00001eb413990, Zm00001eb039050, Zm00001eb293050, Zm00001eb015650, Zm00001eb412860, Zm00001eb233480, Zm00001eb429010, Zm00001eb372480, Zm00001eb211830, Zm00001eb142120, Zm00001eb146570, Zm00001eb238690	LOC100280707
OG0000106	Zm00001eb023770	LOC103634366
OG0000106	Zm00001eb170230	LOC103652945
OG0000106	Zm00001eb363730	LOC732780
OG0000106	Zm00001eb170240	LOC100285632
OG0000106	Zm00001eb113010	LOC100282573
OG0000107	Zm00001eb255910, Zm00001eb435070, Zm00001eb435380	LOC103627782
OG0000107	Zm00001eb105240, Zm00001eb434900, Zm00001eb441430, Zm00001eb039160, Zm00001eb435170, Zm00001eb436740	LOC118473655, petA
OG0000107	Zm00001eb437180	LOC118474852
OG0000108	Zm00001eb149640, Zm00001eb368940	LOC103651070
OG0000108	Zm00001eb066940	LOC100281830
OG0000108	Zm00001eb157900	LOC100280571
OG0000108	Zm00001eb359510	LOC100286223
OG0000108	Zm00001eb278070	LOC103654927, LOC100192585
OG0000109	Zm00001eb303500	LOC103640874
OG0000109	Zm00001eb212170	LOC732812
OG0000109	Zm00001eb291200	LOC100384428
OG0000109	Zm00001eb333240	LOC100216623
OG0000109	Zm00001eb149980	LOC100282739
OG0000109	Zm00001eb369150	LOC100382775
OG0000110	Zm00001eb408610	LOC103640868
OG0000110	Zm00001eb350770	LOC103635733
OG0000110	Zm00001eb197050	LOC103654347
OG0000110	Zm00001eb110900, Zm00001eb406290	LOC103640737
OG0000110	Zm00001eb337620	LOC103634924
OG0000110	Zm00001eb406250	LOC103640734
OG0000110	Zm00001eb406220	LOC100384585
OG0000111	Zm00001eb399400	LOC103650581, LOC103639395
OG0000111	Zm00001eb137670	LOC103631207, LOC103655261, LOC103642239, LOC103650129, LOC103644025, LOC118473500, LOC103640912, LOC109941775, LOC103654225, LOC103650688, LOC109940636
OG0000112	Zm00001eb189590	LOC103654024
OG0000112	Zm00001eb189660	LOC103654036
OG0000112	Zm00001eb189730	LOC103654040
OG0000112	Zm00001eb189650	LOC103654035
OG0000112	Zm00001eb189670, Zm00001eb189640	LOC103654033, LOC103654037
OG0000113	Zm00001eb146590	LOC118476727
OG0000113	Zm00001eb142100	LOC103650796
OG0000113	Zm00001eb372460	LOC103626682, LOC103638109, LOC103625769
OG0000113	Zm00001eb221450, Zm00001eb377800, Zm00001eb412850	LOC103626149
OG0000114	Zm00001eb189600	LOC103654034
OG0000114	Zm00001eb189780	LOC103654048
OG0000114	Zm00001eb189810	LOC118476973
OG0000114	Zm00001eb189720, Zm00001eb189580, Zm00001eb189570, Zm00001eb189680	LOC103654038
OG0000114	Zm00001eb189750, Zm00001eb189630	LOC118476972
OG0000115	Zm00001eb261000	LOC103628978
OG0000115	Zm00001eb261080	LOC103628990
OG0000115	Zm00001eb261070	LOC103628991
OG0000115	Zm00001eb261090	LOC103628988
OG0000115	Zm00001eb261050, Zm00001eb261110	LOC103628987
OG0000115	Zm00001eb261030	LOC103628979
OG0000116	Zm00001eb321530	LOC103636257, LOC100193922, LOC103627744, LOC118476073, LOC103632525, LOC103637765, LOC109945826, LOC109945307, LOC109946033, LOC103642746, LOC100284580, LOC118472197, LOC103644057, LOC103636105
OG0000117	Zm00001eb384510	cox3
OG0000117	Zm00001eb437480	LOC118473724, LOC118473861, LOC118475674, LOC118475013, LOC118474730, LOC118475697, LOC118475830
OG0000117	Zm00001eb434650, Zm00001eb434760, Zm00001eb384560, Zm00001eb436440	LOC118474748
OG0000122	Zm00001eb397460, Zm00001eb397450	LOC103639298
OG0000122	Zm00001eb397480	LOC103639301
OG0000122	Zm00001eb397470	LOC103639300
OG0000122	Zm00001eb012710	LOC100282877
OG0000122	Zm00001eb397440	LOC100280875
OG0000122	Zm00001eb396290	LOC100272289
OG0000123	Zm00001eb048840	LOC100284137
OG0000123	Zm00001eb144710, Zm00001eb021120, Zm00001eb291560, Zm00001eb156410, Zm00001eb188010, Zm00001eb324110, Zm00001eb049220, Zm00001eb423240, Zm00001eb318660, Zm00001eb402860, Zm00001eb238020	LOC100283594
OG0000126	Zm00001eb034640, Zm00001eb133190	LOC103655504, LOC109944428, LOC118476821, LOC118472309, LOC103640587, LOC109940207, LOC109945576, LOC103650501, LOC103655601, LOC109939572, LOC109941958, LOC103625764
OG0000127	Zm00001eb039760	LOC103643205
OG0000127	Zm00001eb039770	LOC100191844
OG0000127	Zm00001eb320510, Zm00001eb277340, Zm00001eb385030	LOC103631300
OG0000127	Zm00001eb104590	LOC100285422, LOC100193342
OG0000127	Zm00001eb412370	LOC100191479
OG0000129	Zm00001eb062450	LOC103644248, LOC101027156, LOC100192600
OG0000129	Zm00001eb289870, Zm00001eb148830, Zm00001eb351630, Zm00001eb211900, Zm00001eb160850, Zm00001eb089160, Zm00001eb400450, Zm00001eb045500, Zm00001eb301550	LOC103625771
OG0000130	Zm00001eb168530	LOC103652851
OG0000130	Zm00001eb280830	LOC103627254
OG0000130	Zm00001eb072950	LOC118472315, LOC103648430
OG0000130	Zm00001eb382330	LOC103639950
OG0000131	Zm00001eb247650	LOC103627433
OG0000131	Zm00001eb185250	LOC100285115
OG0000131	Zm00001eb247630	LOC100273579
OG0000131	Zm00001eb077220	LOC100281042
OG0000131	Zm00001eb185260	LOC100281532
OG0000131	Zm00001eb247660	LOC100381820
OG0000132	Zm00001eb298890	LOC103631897
OG0000132	Zm00001eb361650, Zm00001eb361660, Zm00001eb154670, Zm00001eb428090, Zm00001eb298930, Zm00001eb398950, Zm00001eb118050, Zm00001eb154680, Zm00001eb298790, Zm00001eb298880, Zm00001eb298830	LOC103631900
OG0000133	Zm00001eb347380	LOC100193878
OG0000133	Zm00001eb384890	LOC100282010
OG0000133	Zm00001eb204910	LOC100193696
OG0000133	Zm00001eb238930	LOC100283310
OG0000133	Zm00001eb120820	LOC100192743
OG0000134	Zm00001eb149120	LOC103651051
OG0000134	Zm00001eb368530	LOC103636537
OG0000134	Zm00001eb351150	LOC103635755
OG0000134	Zm00001eb286430	LOC103630273
OG0000134	Zm00001eb351880	LOC100273939
OG0000135	Zm00001eb186360	LOC103638228, LOC103633851, LOC118473173, LOC103626762, LOC114711029, LOC103627643, LOC100279054, LOC103631655, LOC109939294, LOC103648848, LOC103638697, LOC103626541, LOC103644826
OG0000136	Zm00001eb193620	LOC103637323
OG0000136	Zm00001eb388140	LOC103645985, LOC103652704, LOC103644775, LOC103649646, LOC118473523, LOC111591133, LOC103642044, LOC103651869, LOC103641942, LOC118472077, LOC100384740
OG0000137	Zm00001eb247270	LOC109939580, LOC100274213
OG0000137	Zm00001eb247220	LOC103627413
OG0000137	Zm00001eb247300, Zm00001eb247250, Zm00001eb247280	LOC103627422
OG0000137	Zm00001eb214480	LOC103627418
OG0000138	Zm00001eb314280, Zm00001eb435270, Zm00001eb435480, Zm00001eb437260, Zm00001eb434960, Zm00001eb226410, Zm00001eb434950, Zm00001eb435750, Zm00001eb437130, Zm00001eb271610, Zm00001eb418100, Zm00001eb438310, Zm00001eb437780	LOC118472968
OG0000139	Zm00001eb226420, Zm00001eb441580, Zm00001eb437140, Zm00001eb435260, Zm00001eb436820, Zm00001eb435740, Zm00001eb435470, Zm00001eb434970, Zm00001eb271620, Zm00001eb437250, Zm00001eb437790, Zm00001eb438320, Zm00001eb442730	rps2
OG0000140	Zm00001eb241160	LOC109941667, LOC103636834, LOC103646161, LOC109939956, LOC109945636, LOC109941045, LOC103634511, LOC109939713, LOC109940882, LOC111590827, LOC109940741, LOC111590321, LOC118473453
OG0000147	Zm00001eb268200	LOC100501270
OG0000147	Zm00001eb002100	LOC100502361
OG0000147	Zm00001eb259620	LOC101202728
OG0000147	Zm00001eb228700, Zm00001eb268240, Zm00001eb259580	LOC103626482
OG0000147	Zm00001eb271900	LOC100280338
OG0000151	Zm00001eb034390	LOC103641729
OG0000151	Zm00001eb034300	LOC103641622
OG0000151	Zm00001eb034280	LOC103641595
OG0000151	Zm00001eb034590	LOC103632927
OG0000151	Zm00001eb034490	LOC103641824
OG0000151	Zm00001eb034530, Zm00001eb034620	LOC103641915
OG0000152	Zm00001eb236870	LOC103628457
OG0000152	Zm00001eb258420, Zm00001eb097500, Zm00001eb424950, Zm00001eb097490, Zm00001eb429320, Zm00001eb239630, Zm00001eb276660, Zm00001eb116180, Zm00001eb340540, Zm00001eb044890	LOC103647339
OG0000153	Zm00001eb145010, Zm00001eb224580, Zm00001eb090710	LOC103648905
OG0000153	Zm00001eb058870	LOC100383269
OG0000153	Zm00001eb138980, Zm00001eb224590, Zm00001eb145000	LOC118476806
OG0000154	Zm00001eb197210, Zm00001eb197240, Zm00001eb197130, Zm00001eb196730, Zm00001eb196820, Zm00001eb196810, Zm00001eb201270, Zm00001eb201280, Zm00001eb197250, Zm00001eb197280, Zm00001eb197230, Zm00001eb055570	LOC103654361
OG0000155	Zm00001eb055850	LOC100037751
OG0000155	Zm00001eb215710	LOC100381303
OG0000155	Zm00001eb213760	LOC542395
OG0000155	Zm00001eb107490	LOC542248
OG0000155	Zm00001eb325230, Zm00001eb399990, Zm00001eb389040	LOC542582
OG0000156	Zm00001eb359870	LOC109945593
OG0000156	Zm00001eb219340	LOC100383940
OG0000156	Zm00001eb062610	LOC103653877
OG0000156	Zm00001eb255630	LOC103643361
OG0000156	Zm00001eb076970	LOC103646196
OG0000157	Zm00001eb078210	LOC541695
OG0000157	Zm00001eb281810	LOC100280771
OG0000157	Zm00001eb276890, Zm00001eb281530, Zm00001eb196850, Zm00001eb223000, Zm00001eb413490, Zm00001eb416620, Zm00001eb416850, Zm00001eb425920	LOC100283914
OG0000158	Zm00001eb299560, Zm00001eb115180, Zm00001eb298730, Zm00001eb302610, Zm00001eb440770, Zm00001eb299630, Zm00001eb299570, Zm00001eb299610, Zm00001eb299120, Zm00001eb299110, Zm00001eb299590, Zm00001eb440760	LOC118472898
OG0000159	Zm00001eb178920	LOC103653429
OG0000159	Zm00001eb411800, Zm00001eb182170, Zm00001eb268130, Zm00001eb268170	LOC118472092, LOC103632304
OG0000159	Zm00001eb182160, Zm00001eb250440, Zm00001eb130830	LOC103641034
OG0000160	Zm00001eb175310	LOC100284838
OG0000160	Zm00001eb175370	LOC101027132
OG0000160	Zm00001eb175290	LOC103653220
OG0000160	Zm00001eb175360	LOC103653222
OG0000160	Zm00001eb175340	LOC103653227, LOC103653221
OG0000161	Zm00001eb273650	LOC100192550
OG0000161	Zm00001eb386940	LOC100286294
OG0000161	Zm00001eb181430	LOC103629631, LOC118476947, rps11, LOC100286083, LOC100216896
OG0000162	Zm00001eb217070	LOC100285426, LOC100272837, LOC103641427, LOC100274146, LOC109941050, LOC103639420, LOC103626928, LOC103650722, LOC103654985, LOC109944335, LOC103637130, LOC103648631
OG0000163	Zm00001eb301810	LOC103632038
OG0000163	Zm00001eb301790	LOC100273904
OG0000163	Zm00001eb301840	LOC100193687
OG0000163	Zm00001eb301850	LOC103637118, LOC103632039
OG0000163	Zm00001eb301860	LOC100502450
OG0000163	Zm00001eb301870	LOC100382389
OG0000169	Zm00001eb001010, Zm00001eb210920, Zm00001eb008600, Zm00001eb332080, Zm00001eb168110, Zm00001eb310240, Zm00001eb024090, Zm00001eb030060, Zm00001eb342170, Zm00001eb272140, Zm00001eb119110	LOC100501901
OG0000171	Zm00001eb027730	LOC100384851
OG0000171	Zm00001eb223960	LOC100381529
OG0000171	Zm00001eb008360	LOC542540
OG0000171	Zm00001eb401220	LOC100037797
OG0000173	Zm00001eb200600	LOC103646481
OG0000173	Zm00001eb014620	LOC103630652
OG0000173	Zm00001eb243800	LOC103634559, LOC103632791, LOC118476822, LOC103626397, LOC103651298
OG0000173	Zm00001eb336620	LOC109943617
OG0000174	Zm00001eb073820, Zm00001eb098780, Zm00001eb109700, Zm00001eb194720	LOC103649312, LOC103655758
OG0000174	Zm00001eb024730	LOC103648449, LOC103649127, LOC103635012, LOC103644824, LOC542694
OG0000178	Zm00001eb028890	LOC103644970
OG0000178	Zm00001eb329650	LOC103632878
OG0000178	Zm00001eb367340	LOC103633523
OG0000178	Zm00001eb241260, Zm00001eb171360	LOC103656052
OG0000179	Zm00001eb029040	LOC111590592
OG0000179	Zm00001eb273270	LOC111589305, LOC103630741, LOC103626298, LOC109943762, LOC118472320, LOC103648820, LOC109943386, LOC103654591, LOC103652044
OG0000181	Zm00001eb413530	LOC109942823
OG0000181	Zm00001eb055890, Zm00001eb147180, Zm00001eb265460, Zm00001eb148170, Zm00001eb299350, Zm00001eb032010, Zm00001eb201510, Zm00001eb410400, Zm00001eb078230	LOC109944492
OG0000182	Zm00001eb297700	LOC103630819
OG0000182	Zm00001eb199970	sbp7
OG0000182	Zm00001eb035370	sbp16
OG0000183	Zm00001eb039180, Zm00001eb434980	atpA
OG0000183	Zm00001eb441570	LOC118474820
OG0000183	Zm00001eb436800	LOC118475932
OG0000183	Zm00001eb440810, Zm00001eb437230	LOC118475064
OG0000184	Zm00001eb425000	LOC103641769
OG0000184	Zm00001eb290230	LOC103631562
OG0000184	Zm00001eb043670	LOC118476262, LOC109940757, LOC103636620, LOC109945115, LOC103634886, LOC103652241, LOC103640870
OG0000185	Zm00001eb091690, Zm00001eb091680, Zm00001eb103590, Zm00001eb240990	LOC103636167
OG0000185	Zm00001eb105530	LOC103649242
OG0000185	Zm00001eb044380	LOC100283390
OG0000185	Zm00001eb220880	LOC100272720
OG0000186	Zm00001eb054550	LOC109943787
OG0000186	Zm00001eb054540	LOC109943786
OG0000186	Zm00001eb054580	LOC109943788, LOC109943790, LOC109943791, LOC100276069, LOC103651932, LOC103651933
OG0000187	Zm00001eb055090	LOC103643903
OG0000187	Zm00001eb145190, Zm00001eb145170, Zm00001eb145180, Zm00001eb145220, Zm00001eb155050, Zm00001eb161740, Zm00001eb161760, Zm00001eb161750, Zm00001eb216150	LOC103625942
OG0000188	Zm00001eb055920	LOC542391, LOC103655508, LOC103633844, LOC118476796, LOC118476687, LOC118476144, LOC103652363, LOC103636688, LOC118473622, LOC109942999, LOC103652587
OG0000189	Zm00001eb410430, Zm00001eb137680, Zm00001eb367390, Zm00001eb190000, Zm00001eb170860, Zm00001eb191840, Zm00001eb442080, Zm00001eb420770, Zm00001eb162870, Zm00001eb235100, Zm00001eb068810	LOC103640962
OG0000190	Zm00001eb431360	LOC103642079
OG0000190	Zm00001eb070010	LOC103645912
OG0000190	Zm00001eb069870	LOC103645915
OG0000190	Zm00001eb069940, Zm00001eb069730, Zm00001eb069890, Zm00001eb069810	LOC103648379, LOC103648382
OG0000191	Zm00001eb162880	LOC103651638
OG0000191	Zm00001eb372020, Zm00001eb081740, Zm00001eb181590, Zm00001eb366920, Zm00001eb358130, Zm00001eb262670, Zm00001eb092130, Zm00001eb172740, Zm00001eb097510	LOC103647342
OG0000192	Zm00001eb288670	LOC100192106
OG0000192	Zm00001eb146220	LOC100284590
OG0000192	Zm00001eb366530	LOC103636439
OG0000193	Zm00001eb114890	LOC118474115
OG0000193	Zm00001eb115480	LOC103648178
OG0000193	Zm00001eb114920	LOC103649432
OG0000193	Zm00001eb114930	LOC103648149
OG0000193	Zm00001eb114910	LOC100286031
OG0000194	Zm00001eb166850	LOC100284823
OG0000194	Zm00001eb115060	LOC109944627
OG0000194	Zm00001eb115150	LOC103649438, LOC100285633, LOC109944628, LOC103648160, LOC109939165
OG0000195	Zm00001eb236220, Zm00001eb236200	LOC118471932
OG0000195	Zm00001eb236250	LOC118472051
OG0000195	Zm00001eb122830, Zm00001eb236170, Zm00001eb205940	LOC100273946
OG0000196	Zm00001eb438640	LOC103628540
OG0000196	Zm00001eb438650, Zm00001eb238960	LOC103627019
OG0000196	Zm00001eb238980, Zm00001eb150940, Zm00001eb302220, Zm00001eb238940	LOC103627016
OG0000197	Zm00001eb319670	LOC100501512
OG0000197	Zm00001eb302250	LOC100501984
OG0000197	Zm00001eb160010	LOC103504712
OG0000197	Zm00001eb397500	LOC103639303
OG0000197	Zm00001eb430210, Zm00001eb430190	LOC100216750
OG0000198	Zm00001eb436470, Zm00001eb441840, Zm00001eb436510, Zm00001eb187480, Zm00001eb442480, Zm00001eb436280, Zm00001eb437500, Zm00001eb436230, Zm00001eb437050, Zm00001eb181630, Zm00001eb436310	orf186
OG0000199	Zm00001eb414500	LOC103641192
OG0000199	Zm00001eb194610	LOC109946075
OG0000199	Zm00001eb194600	LOC103635700
OG0000199	Zm00001eb350110	LOC103639445, LOC109941502
OG0000199	Zm00001eb414510	LOC100217108
OG0000200	Zm00001eb274510	LOC109939219
OG0000200	Zm00001eb274490	LOC100273956
OG0000200	Zm00001eb274580	LOC103629674, LOC103629673
OG0000200	Zm00001eb442270	LOC103629672
OG0000201	Zm00001eb376330	LOC100272977
OG0000201	Zm00001eb376230	LOC118473283
OG0000201	Zm00001eb376300	LOC109939174, LOC118473282
OG0000201	Zm00001eb376270, Zm00001eb376200	LOC103638052, LOC118473284, LOC103638047
OG0000207	Zm00001eb327660, Zm00001eb067950, Zm00001eb002990, Zm00001eb268460, Zm00001eb268470, Zm00001eb067930, Zm00001eb067940, Zm00001eb398990, Zm00001eb301410, Zm00001eb023010	LOC100274201
OG0000208	Zm00001eb402790	LOC100281952, LOC100303995
OG0000208	Zm00001eb197600, Zm00001eb194880, Zm00001eb222160	LOC100272919
OG0000208	Zm00001eb003180	LOC100193874
OG0000209	Zm00001eb061450	LOC100381284
OG0000209	Zm00001eb402460	LOC100191189
OG0000209	Zm00001eb005220	LOC100282834
OG0000209	Zm00001eb048270	LOC100283820
OG0000209	Zm00001eb212620	LOC100282302
OG0000210	Zm00001eb082930, Zm00001eb091900	LOC103646454
OG0000210	Zm00001eb012410	LOC100192516
OG0000210	Zm00001eb072110	LOC103647030
OG0000210	Zm00001eb082960	LOC103647029
OG0000211	Zm00001eb333660, Zm00001eb412210, Zm00001eb014440, Zm00001eb421210, Zm00001eb335840, Zm00001eb101730, Zm00001eb128630, Zm00001eb102730, Zm00001eb374050, Zm00001eb049030	LOC103643623
OG0000212	Zm00001eb371780	LOC103639663
OG0000212	Zm00001eb271670, Zm00001eb277980, Zm00001eb377230, Zm00001eb321810, Zm00001eb144750, Zm00001eb023470, Zm00001eb324350, Zm00001eb280060	LOC107457590
OG0000213	Zm00001eb414310	LOC100281971
OG0000213	Zm00001eb178140	LOC100282330
OG0000213	Zm00001eb071540	LOC100191368
OG0000213	Zm00001eb383260, Zm00001eb025050	LOC103637734
OG0000213	Zm00001eb430450	LOC100281870
OG0000214	Zm00001eb328800	LOC103633480
OG0000214	Zm00001eb328830	LOC103634416
OG0000214	Zm00001eb328840	LOC103633483
OG0000214	Zm00001eb328790	LOC100284334
OG0000214	Zm00001eb025060, Zm00001eb328820	LOC103633481
OG0000215	Zm00001eb259130	LOC100283013
OG0000215	Zm00001eb025970, Zm00001eb385400, Zm00001eb039330, Zm00001eb277970, Zm00001eb204840, Zm00001eb412480	LOC100272472
OG0000215	Zm00001eb191230	LOC542269
OG0000217	Zm00001eb178060, Zm00001eb090010, Zm00001eb180110, Zm00001eb088240, Zm00001eb136780, Zm00001eb386460, Zm00001eb427840, Zm00001eb177710, Zm00001eb095570, Zm00001eb027530	LOC103653379
OG0000218	Zm00001eb029920	orf117-a, LOC118472281, LOC118472096, LOC111591354
OG0000218	Zm00001eb379400, Zm00001eb118310, Zm00001eb235670, Zm00001eb334580	LOC118472063, LOC103641910
OG0000219	Zm00001eb031970	LOC100192777
OG0000219	Zm00001eb134690	LOC103650267
OG0000219	Zm00001eb218630	LOC100381465
OG0000219	Zm00001eb050340	LOC103643688
OG0000219	Zm00001eb314410	LOC103652692, LOC103654885
OG0000220	Zm00001eb036340	LOC103645166
OG0000220	Zm00001eb286420, Zm00001eb438150, Zm00001eb054620, Zm00001eb259760	LOC103627930
OG0000220	Zm00001eb303440	LOC103639271, LOC103632129
OG0000221	Zm00001eb336550, Zm00001eb075600	LOC103649227, LOC103645182, LOC103636786, LOC103648481
OG0000221	Zm00001eb104230, Zm00001eb072150, Zm00001eb037140, Zm00001eb052930	LOC100275928
OG0000223	Zm00001eb435670, Zm00001eb039200, Zm00001eb435030, Zm00001eb437200, Zm00001eb435210, Zm00001eb133180, Zm00001eb440980, Zm00001eb039120, Zm00001eb435410, Zm00001eb039090	ndhK
OG0000224	Zm00001eb113510	LOC103647643, LOC118476783
OG0000224	Zm00001eb043290, Zm00001eb317980, Zm00001eb043660, Zm00001eb387180, Zm00001eb104450, Zm00001eb123030, Zm00001eb193210	LOC103655731
OG0000225	Zm00001eb046110, Zm00001eb377170, Zm00001eb081470, Zm00001eb114810, Zm00001eb130630, Zm00001eb302340, Zm00001eb383390, Zm00001eb134320, Zm00001eb272370, Zm00001eb178390	LOC103643471
OG0000226	Zm00001eb337080	LOC103636799
OG0000226	Zm00001eb287040, Zm00001eb277760, Zm00001eb283920	LOC103631504
OG0000226	Zm00001eb076370, Zm00001eb049690, Zm00001eb396850, Zm00001eb221960	LOC103626177
OG0000227	Zm00001eb283750	LOC100284038
OG0000227	Zm00001eb346980	LOC100192830
OG0000227	Zm00001eb122210	LOC109944794
OG0000227	Zm00001eb105520, Zm00001eb337150	LOC109941623
OG0000228	Zm00001eb299640	LOC103631929
OG0000228	Zm00001eb078540	LOC103646272
OG0000228	Zm00001eb310030, Zm00001eb310050, Zm00001eb054630, Zm00001eb136820, Zm00001eb438140, Zm00001eb070890	LOC100272346
OG0000229	Zm00001eb442280	LOC118472308
OG0000229	Zm00001eb274560, Zm00001eb328120, Zm00001eb054980, Zm00001eb216260	LOC542721, LOC542358
OG0000229	Zm00001eb274530	LOC103631243, LOC103631244
OG0000230	Zm00001eb137320, Zm00001eb055610, Zm00001eb270330	LOC109940316, LOC103631121
OG0000230	Zm00001eb190420, Zm00001eb259640, Zm00001eb087970, Zm00001eb240080	LOC100217008, LOC103627101
OG0000231	Zm00001eb371140	LOC542209
OG0000231	Zm00001eb349990	LOC103635691
OG0000231	Zm00001eb283570	LOC100284598
